epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.8412,1.65835,3.37278,1.92385,0.37729,0.19021,0.11482,0.04924,2.1738,3.16157,2.45526,0.0032963,0.0032963,0.0703333
2,61.0035,1.31871,1.90638,1.62655,0.42442,0.3931,0.36488,0.15815,1.81252,2.32431,2.20766,0.00662891,0.00662891,0.0403326
3,91.5007,1.2676,1.77094,1.59027,0.45317,0.33353,0.27646,0.1047,1.90862,2.90816,2.1212,0.00995864,0.00995864,0.010329
4,121.835,1.3184,1.77372,1.60983,0.53595,0.42149,0.36672,0.16997,1.66268,2.45472,2.11312,0.00999023,0.00999023,0.00999023
5,151.823,1.2932,1.68698,1.62172,0.58607,0.09734,0.04993,0.02191,3.1159,4.68541,3.49503,0.00998264,0.00998264,0.00998264
6,181.71,1.27289,1.70201,1.62945,0.48592,0.18023,0.1186,0.04183,2.54641,3.90053,2.74216,0.00997288,0.00997288,0.00997288
7,212.178,1.29028,1.66372,1.62003,0.64699,0.21506,0.2203,0.09128,2.07002,2.83644,2.30436,0.00996097,0.00996097,0.00996097
8,242.227,1.24068,1.64177,1.61782,0.54509,0.4576,0.42462,0.16395,1.78001,2.0731,2.13653,0.0099469,0.0099469,0.0099469
9,272.294,1.22834,1.60201,1.59968,0.46814,0.42821,0.37216,0.17708,1.61396,2.30838,2.07276,0.00993068,0.00993068,0.00993068
10,302.24,1.22198,1.59084,1.6049,0.40502,0.25592,0.27504,0.12458,2.21763,2.73952,2.48117,0.00991232,0.00991232,0.00991232
11,332.805,1.22958,1.57513,1.60226,0.51263,0.46572,0.48211,0.21308,1.58916,1.88044,1.98409,0.00989183,0.00989183,0.00989183
12,362.915,1.19867,1.53405,1.57817,0.56034,0.36849,0.33898,0.14319,2.0415,2.2895,2.21339,0.00986922,0.00986922,0.00986922
13,393.372,1.21061,1.53936,1.57409,0.62014,0.54309,0.57726,0.26556,1.46044,1.59996,1.96742,0.00984449,0.00984449,0.00984449
14,423.428,1.1715,1.48968,1.55973,0.50429,0.46317,0.45045,0.21682,1.72056,2.00838,2.0572,0.00981765,0.00981765,0.00981765
15,453.703,1.1688,1.47546,1.55872,0.48184,0.55895,0.50465,0.23636,1.55935,1.8937,1.96337,0.00978873,0.00978873,0.00978873
16,483.869,1.16989,1.4816,1.56502,0.44367,0.36915,0.28298,0.12199,1.92991,2.67152,2.25184,0.00975773,0.00975773,0.00975773
17,514.13,1.15067,1.44841,1.54972,0.55021,0.42257,0.31178,0.13408,1.86493,2.55587,2.1637,0.00972466,0.00972466,0.00972466
18,544.094,1.14176,1.45429,1.53975,0.58842,0.14562,0.17661,0.07376,2.37601,3.37046,2.54804,0.00968955,0.00968955,0.00968955
19,574.148,1.16057,1.3945,1.53952,0.49872,0.55672,0.56254,0.26267,1.58149,1.7532,1.99468,0.00965239,0.00965239,0.00965239
20,604.194,1.1486,1.40897,1.53866,0.42092,0.37267,0.3666,0.15379,1.96469,2.44449,2.29092,0.00961322,0.00961322,0.00961322
21,634.173,1.12865,1.38633,1.52712,0.37655,0.21662,0.17959,0.06795,2.71448,3.20793,2.82528,0.00957205,0.00957205,0.00957205
22,664.143,1.11959,1.37261,1.51792,0.5218,0.53656,0.57916,0.27382,1.47219,1.65747,1.88937,0.00952889,0.00952889,0.00952889
23,694.577,1.13072,1.38567,1.52654,0.41267,0.57088,0.51592,0.25109,1.57928,1.79593,2.03647,0.00948377,0.00948377,0.00948377
24,724.462,1.11618,1.33038,1.50852,0.49478,0.48638,0.48774,0.20963,1.75118,1.88574,2.07006,0.00943671,0.00943671,0.00943671
25,754.867,1.11913,1.37478,1.52074,0.45919,0.32411,0.31851,0.13609,1.98831,2.47693,2.29106,0.00938772,0.00938772,0.00938772
26,784.807,1.12158,1.34586,1.51222,0.43488,0.09075,0.05787,0.02206,2.89464,4.25366,3.09047,0.00933683,0.00933683,0.00933683
27,815.193,1.12457,1.34351,1.51687,0.36087,0.28988,0.27853,0.12714,2.54251,3.52351,2.60373,0.00928405,0.00928405,0.00928405
28,845.416,1.12423,1.34017,1.50583,0.55495,0.60178,0.6307,0.29193,1.54448,1.51535,1.89039,0.00922942,0.00922942,0.00922942
29,875.423,1.12133,1.32794,1.51175,0.47463,0.39838,0.39479,0.18738,1.91112,2.45349,2.27611,0.00917296,0.00917296,0.00917296
30,905.399,1.12117,1.32006,1.51512,0.60093,0.58436,0.61962,0.29393,1.47428,1.52957,1.88572,0.00911469,0.00911469,0.00911469
31,935.807,1.09287,1.28365,1.47925,0.64228,0.63221,0.66067,0.32134,1.44832,1.45501,1.86495,0.00905463,0.00905463,0.00905463
32,965.802,1.0763,1.27993,1.48027,0.60989,0.65587,0.65825,0.31933,1.46938,1.45596,1.87383,0.00899282,0.00899282,0.00899282
33,995.756,1.07874,1.28212,1.48862,0.55352,0.63638,0.62865,0.30109,1.46416,1.53431,1.83539,0.00892928,0.00892928,0.00892928
34,1025.75,1.09114,1.28419,1.4847,0.55824,0.63301,0.65904,0.32707,1.38571,1.45687,1.82139,0.00886404,0.00886404,0.00886404
35,1056.11,1.06427,1.2578,1.47049,0.56353,0.63341,0.64843,0.30775,1.47072,1.49925,1.85385,0.00879713,0.00879713,0.00879713
36,1086.1,1.07467,1.25042,1.47358,0.46693,0.57067,0.52452,0.23239,1.6357,1.65268,1.97792,0.00872857,0.00872857,0.00872857
37,1116.27,1.08462,1.2328,1.47957,0.49928,0.52287,0.55324,0.25054,1.62196,1.68337,1.94459,0.00865839,0.00865839,0.00865839
38,1146.28,1.07581,1.22698,1.47034,0.61939,0.68826,0.70134,0.3466,1.42326,1.44362,1.79111,0.00858664,0.00858664,0.00858664
39,1176.61,1.05848,1.23471,1.46524,0.65088,0.57442,0.66301,0.32894,1.45911,1.45387,1.86155,0.00851333,0.00851333,0.00851333
40,1206.84,1.06292,1.22002,1.45252,0.59852,0.61828,0.63888,0.29372,1.56872,1.49252,1.86086,0.00843851,0.00843851,0.00843851
41,1236.9,1.04768,1.18342,1.44815,0.61479,0.62486,0.64761,0.32506,1.45799,1.40336,1.81397,0.0083622,0.0083622,0.0083622
42,1266.85,1.0629,1.20676,1.45117,0.59059,0.60416,0.65664,0.31403,1.50179,1.44974,1.86675,0.00828443,0.00828443,0.00828443
43,1297.12,1.04117,1.1943,1.45604,0.55636,0.56162,0.58422,0.28012,1.66315,1.56394,1.91611,0.00820525,0.00820525,0.00820525
44,1327.17,1.03324,1.186,1.44412,0.54831,0.51664,0.56845,0.28902,1.57406,1.64366,1.91921,0.00812468,0.00812468,0.00812468
45,1357.12,1.04684,1.18222,1.4488,0.46836,0.62152,0.56291,0.27391,1.46535,1.5683,1.83869,0.00804277,0.00804277,0.00804277
46,1387.06,1.04615,1.18306,1.44472,0.56518,0.56375,0.61628,0.29413,1.50339,1.59755,1.90659,0.00795954,0.00795954,0.00795954
47,1417.47,1.05316,1.17836,1.43716,0.60785,0.61577,0.66963,0.33062,1.47268,1.42102,1.83883,0.00787503,0.00787503,0.00787503
48,1447.39,1.05278,1.19689,1.44994,0.55086,0.60141,0.61895,0.30269,1.52182,1.52695,1.92386,0.00778929,0.00778929,0.00778929
49,1477.72,1.03887,1.14682,1.4352,0.5926,0.62952,0.66144,0.32523,1.58783,1.42289,1.85082,0.00770234,0.00770234,0.00770234
50,1507.67,1.03464,1.15513,1.43111,0.62154,0.63188,0.66382,0.34181,1.44824,1.36577,1.84156,0.00761423,0.00761423,0.00761423
51,1538.18,1.01695,1.14304,1.41852,0.36784,0.28222,0.27761,0.1134,2.50816,3.08494,2.51687,0.007525,0.007525,0.007525
52,1568.39,1.00025,1.11111,1.39957,0.58778,0.5643,0.61577,0.29821,1.58397,1.58462,1.88616,0.00743468,0.00743468,0.00743468
53,1598.33,1.01422,1.12161,1.41333,0.60673,0.68524,0.71714,0.35933,1.43682,1.35578,1.77628,0.00734332,0.00734332,0.00734332
54,1628.36,1.02114,1.09993,1.40013,0.58044,0.68001,0.69686,0.36314,1.40752,1.32803,1.77057,0.00725094,0.00725094,0.00725094
55,1658.86,1.00277,1.10568,1.41434,0.67495,0.69657,0.73539,0.37045,1.43623,1.29254,1.78518,0.00715761,0.00715761,0.00715761
56,1688.78,1.02907,1.10175,1.42045,0.6158,0.64661,0.6784,0.34505,1.46267,1.35484,1.78611,0.00706335,0.00706335,0.00706335
57,1718.67,0.9922,1.09091,1.40456,0.61548,0.64167,0.67177,0.33693,1.51437,1.42218,1.87271,0.0069682,0.0069682,0.0069682
58,1748.57,0.98294,1.078,1.40618,0.56948,0.6303,0.59482,0.2886,1.58744,1.49915,1.92224,0.00687222,0.00687222,0.00687222
59,1778.89,0.99372,1.06461,1.39717,0.62993,0.63761,0.68369,0.34198,1.50131,1.35947,1.82689,0.00677543,0.00677543,0.00677543
60,1808.97,0.98649,1.04973,1.39647,0.58796,0.55552,0.62302,0.30491,1.60032,1.48952,1.9127,0.00667789,0.00667789,0.00667789
61,1839.19,0.99033,1.07758,1.39625,0.55766,0.53019,0.56827,0.29108,1.58101,1.66675,1.95128,0.00657963,0.00657963,0.00657963
62,1869.21,0.98908,1.04667,1.40017,0.6377,0.57014,0.61818,0.30902,1.54341,1.50755,1.85187,0.00648071,0.00648071,0.00648071
63,1899.7,0.98046,1.04966,1.38456,0.68563,0.65595,0.71448,0.36804,1.43793,1.27429,1.78843,0.00638115,0.00638115,0.00638115
64,1929.97,0.99251,1.03051,1.37638,0.5547,0.6402,0.65124,0.30551,1.6507,1.42215,1.9806,0.00628101,0.00628101,0.00628101
