epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.7313,1.06632,3.22886,1.96775,0.32997,0.32476,0.33803,0.16399,1.04741,2.24413,2.04756,0.0032963,0.0032963,0.0703333
2,61.0671,0.80985,1.89178,1.6433,0.76188,0.26938,0.36688,0.1593,1.11143,2.43296,2.11392,0.00662891,0.00662891,0.0403326
3,91.1124,0.80361,1.78367,1.60412,0.53238,0.29699,0.26065,0.0974,1.40452,2.72905,2.49632,0.00995864,0.00995864,0.010329
4,121.068,0.80242,1.75484,1.61169,0.47905,0.35012,0.26188,0.10637,1.27461,2.93098,2.3438,0.00999023,0.00999023,0.00999023
5,151.276,0.82015,1.68981,1.60187,0.2047,0.25172,0.16897,0.06044,1.4823,3.48001,2.6044,0.00998264,0.00998264,0.00998264
6,181.535,0.81271,1.66994,1.61023,0.53936,0.22445,0.22403,0.08787,1.46403,3.50857,2.44182,0.00997288,0.00997288,0.00997288
7,211.584,0.78782,1.62752,1.57974,0.2012,0.07545,0.02561,0.00853,1.88883,4.30445,3.13136,0.00996097,0.00996097,0.00996097
8,241.68,0.78306,1.56337,1.58446,0.47661,0.42851,0.37628,0.15412,1.16165,2.27726,2.07431,0.0099469,0.0099469,0.0099469
9,271.84,0.7748,1.56026,1.58425,0.36913,0.41338,0.36646,0.14014,1.26022,2.29011,2.32913,0.00993068,0.00993068,0.00993068
10,302.037,0.78809,1.56776,1.59519,0.55356,0.35481,0.37543,0.15907,1.11477,2.17899,2.08898,0.00991232,0.00991232,0.00991232
11,332.255,0.76641,1.5156,1.55873,0.42129,0.46643,0.43941,0.19425,1.07569,1.99551,2.0285,0.00989183,0.00989183,0.00989183
