epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.2389,2.22368,4.36563,3.99392,0.00367,0.30835,0.04584,0.0106,2.59023,3.64347,3.97085,0.0032963,0.0032963,0.0703333
2,59.803,1.79763,3.22738,3.4788,0.7267,0.08793,0.05578,0.01785,2.136,4.99124,3.58165,0.00662891,0.00662891,0.0403326
3,89.0172,1.43518,2.84986,3.04322,0.1452,0.32811,0.17015,0.05508,1.69028,4.33423,3.1308,0.00995864,0.00995864,0.010329
4,118.448,1.2494,2.66028,2.77485,0.28387,0.16438,0.08276,0.02461,1.66031,7.89751,2.93157,0.00999023,0.00999023,0.00999023
5,147.887,1.12747,2.51752,2.57956,0.38198,0.34727,0.24364,0.08381,1.37516,2.83707,2.68971,0.00998264,0.00998264,0.00998264
6,177.133,1.07367,2.42389,2.48652,0.23915,0.27308,0.07808,0.02715,1.70857,4.82727,3.06218,0.00997288,0.00997288,0.00997288
7,206.146,0.9948,2.28719,2.37356,0.28997,0.34305,0.2803,0.10013,1.44055,2.57636,2.68216,0.00996097,0.00996097,0.00996097
8,235.377,0.95529,2.17157,2.31523,0.5555,0.38059,0.36464,0.14259,1.27174,2.80184,2.52367,0.0099469,0.0099469,0.0099469
9,264.91,0.91911,2.12245,2.23781,0.47118,0.52986,0.49498,0.18946,1.15331,2.16203,2.34715,0.00993068,0.00993068,0.00993068
10,294.268,0.91775,2.09206,2.22736,0.4204,0.41615,0.3531,0.13189,1.20631,3.17329,2.55128,0.00991232,0.00991232,0.00991232
11,324.093,0.89014,2.01284,2.15991,0.46515,0.23756,0.20587,0.07698,1.35895,3.42924,2.67846,0.00989183,0.00989183,0.00989183
12,353.284,0.87202,1.95855,2.12539,0.48723,0.25592,0.30708,0.12634,1.22512,2.53862,2.45426,0.00986922,0.00986922,0.00986922
13,382.966,0.86261,1.93966,2.11771,0.46772,0.36435,0.35023,0.13278,1.23029,2.41606,2.42636,0.00984449,0.00984449,0.00984449
14,412.54,0.85678,1.92521,2.10067,0.69787,0.29818,0.38455,0.1548,1.24978,2.65211,2.47105,0.00981765,0.00981765,0.00981765
15,441.742,0.83132,1.8258,2.05889,0.66984,0.44597,0.52946,0.22076,1.10462,1.92762,2.31037,0.00978873,0.00978873,0.00978873
16,470.791,0.83495,1.8321,2.06115,0.40854,0.35604,0.31411,0.12289,1.27152,2.65207,2.4867,0.00975773,0.00975773,0.00975773
17,500.368,0.82842,1.84314,2.04774,0.40097,0.54389,0.45903,0.18215,1.13897,2.26803,2.27,0.00972466,0.00972466,0.00972466
18,529.432,0.82175,1.79542,2.01784,0.39788,0.38152,0.34141,0.13006,1.31955,3.44701,2.48954,0.00968955,0.00968955,0.00968955
19,558.594,0.80684,1.74805,2.00357,0.43366,0.16041,0.10048,0.03684,1.59195,3.86811,2.89233,0.00965239,0.00965239,0.00965239
20,587.692,0.81361,1.73492,2.00787,0.53084,0.58893,0.56705,0.25267,1.04617,1.89584,2.21449,0.00961322,0.00961322,0.00961322
21,617.245,0.80431,1.70348,1.97505,0.46568,0.57826,0.56063,0.26795,1.03921,1.88361,2.17056,0.00957205,0.00957205,0.00957205
22,646.43,0.80922,1.70899,1.98451,0.55606,0.59767,0.5713,0.25163,1.07423,1.94287,2.20696,0.00952889,0.00952889,0.00952889
23,676.155,0.79138,1.67603,1.96852,0.6448,0.53468,0.60809,0.27108,1.04214,1.85818,2.13581,0.00948377,0.00948377,0.00948377
24,705.221,0.79872,1.67754,1.9842,0.61996,0.58174,0.59864,0.26753,1.08498,1.82927,2.2514,0.00943671,0.00943671,0.00943671
25,734.752,0.80355,1.68021,1.95996,0.61704,0.46887,0.55214,0.25037,1.12222,1.82993,2.23588,0.00938772,0.00938772,0.00938772
26,764.171,0.783,1.65981,1.94145,0.55606,0.60827,0.60505,0.28847,1.05216,1.75415,2.13298,0.00933683,0.00933683,0.00933683
27,793.432,0.79572,1.64904,1.92882,0.49774,0.60714,0.59547,0.26534,1.0604,1.84626,2.18984,0.00928405,0.00928405,0.00928405
28,822.554,0.78436,1.66018,1.92075,0.37713,0.43066,0.35704,0.15276,1.27357,2.76419,2.51844,0.00922942,0.00922942,0.00922942
29,851.99,0.78899,1.65214,1.93499,0.44231,0.09466,0.05923,0.02281,1.83985,4.44384,3.08165,0.00917296,0.00917296,0.00917296
30,881.239,0.78182,1.59071,1.9088,0.53709,0.48652,0.5081,0.24444,1.08774,2.02796,2.17785,0.00911469,0.00911469,0.00911469
31,910.424,0.78119,1.58916,1.90098,0.52296,0.57717,0.53243,0.23743,1.16401,1.9701,2.311,0.00905463,0.00905463,0.00905463
32,939.653,0.7949,1.59521,1.91987,0.59958,0.45803,0.42992,0.17689,1.27773,2.63192,2.47479,0.00899282,0.00899282,0.00899282
33,968.933,0.77264,1.54718,1.88989,0.54324,0.57326,0.56042,0.25311,1.13831,1.82584,2.22137,0.00892928,0.00892928,0.00892928
34,998.04,0.77675,1.5508,1.89106,0.64884,0.451,0.4868,0.20255,1.1579,2.0277,2.24963,0.00886404,0.00886404,0.00886404
35,1027.36,0.77986,1.558,1.88926,0.55357,0.60994,0.58634,0.2631,1.05821,1.81504,2.15222,0.00879713,0.00879713,0.00879713
36,1056.77,0.77556,1.54522,1.88802,0.61935,0.55604,0.57208,0.25692,1.142,1.77184,2.23558,0.00872857,0.00872857,0.00872857
37,1086.3,0.77087,1.54171,1.87741,0.54223,0.62994,0.59711,0.27169,1.11989,1.79743,2.13893,0.00865839,0.00865839,0.00865839
38,1115.69,0.761,1.50014,1.86687,0.46864,0.43956,0.42604,0.18005,1.3375,2.32117,2.43842,0.00858664,0.00858664,0.00858664
39,1145,0.77024,1.52396,1.86379,0.47966,0.3573,0.36916,0.16508,1.40941,2.52289,2.507,0.00851333,0.00851333,0.00851333
40,1174.05,0.78143,1.49739,1.87185,0.50358,0.65442,0.63454,0.30052,1.01942,1.71093,2.07232,0.00843851,0.00843851,0.00843851
