epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.8885,1.80797,3.60722,1.77446,0.71069,0.05532,0.12068,0.05816,2.05536,3.37139,2.07699,0.0032963,0.0032963,0.0703333
2,43.333,1.63301,2.63855,1.64349,0.32755,0.18248,0.10593,0.04275,2.65624,4.11666,2.49639,0.00662891,0.00662891,0.0403326
3,64.6914,1.64963,2.32664,1.64021,0.34441,0.32131,0.26367,0.10982,2.54429,2.92056,2.60607,0.00995864,0.00995864,0.010329
4,85.8474,1.69967,2.20376,1.66833,0.14721,0.29504,0.05323,0.02314,3.75306,5.73668,3.06466,0.00999023,0.00999023,0.00999023
5,107.249,1.69577,2.14365,1.65829,0.41545,0.21045,0.17758,0.06375,2.5133,2.82541,2.45585,0.00998264,0.00998264,0.00998264
6,128.479,1.62768,2.01431,1.65371,0.43643,0.43774,0.32979,0.1317,2.25332,2.44771,2.12329,0.00997288,0.00997288,0.00997288
7,149.665,1.62151,1.9219,1.63001,0.34929,0.19962,0.18494,0.07893,2.80084,3.99354,2.56345,0.00996097,0.00996097,0.00996097
8,170.844,1.59444,1.84578,1.62568,0.48003,0.18669,0.19962,0.08401,2.74086,3.03024,2.59515,0.0099469,0.0099469,0.0099469
9,191.942,1.55531,1.82503,1.60375,0.42083,0.43284,0.3801,0.17383,2.03838,2.20056,2.11068,0.00993068,0.00993068,0.00993068
10,213.31,1.53267,1.78573,1.61937,0.4208,0.39764,0.32428,0.12958,2.33413,2.70569,2.35066,0.00991232,0.00991232,0.00991232
11,234.78,1.53324,1.72729,1.59251,0.54869,0.38003,0.38822,0.15596,2.37096,2.45362,2.36986,0.00989183,0.00989183,0.00989183
12,255.85,1.47984,1.69244,1.57227,0.40109,0.36337,0.3345,0.14989,2.25002,2.3042,2.15155,0.00986922,0.00986922,0.00986922
13,277.294,1.46519,1.65642,1.56957,0.57328,0.44132,0.44859,0.19446,2.04746,2.19117,2.16245,0.00984449,0.00984449,0.00984449
14,298.729,1.51086,1.65166,1.58375,0.52742,0.5561,0.55563,0.25743,1.8262,1.79633,1.91555,0.00981765,0.00981765,0.00981765
15,319.941,1.47824,1.63952,1.57259,0.34376,0.15235,0.08138,0.0289,3.81576,3.68703,3.36275,0.00978873,0.00978873,0.00978873
16,341.249,1.47893,1.62045,1.58229,0.42861,0.32252,0.26692,0.11502,2.41615,2.8037,2.46214,0.00975773,0.00975773,0.00975773
17,362.691,1.46521,1.58522,1.55427,0.4828,0.6038,0.49226,0.21918,1.92133,2.07016,1.97031,0.00972466,0.00972466,0.00972466
18,384.18,1.46581,1.58729,1.57261,0.67914,0.4659,0.5708,0.28355,1.76011,1.69962,1.90888,0.00968955,0.00968955,0.00968955
19,405.349,1.4672,1.5513,1.56058,0.32851,0.17644,0.14458,0.05207,2.94108,3.04499,2.66837,0.00965239,0.00965239,0.00965239
20,426.758,1.44151,1.53179,1.54899,0.4398,0.58459,0.50578,0.22723,1.93149,1.75786,1.90707,0.00961322,0.00961322,0.00961322
21,448.011,1.43224,1.51623,1.55462,0.44887,0.55201,0.54816,0.2724,1.76198,1.78418,1.91043,0.00957205,0.00957205,0.00957205
22,470.553,1.41706,1.53473,1.55625,0.58266,0.50007,0.57237,0.27126,1.81962,1.83994,1.91411,0.00952889,0.00952889,0.00952889
23,492.918,1.39985,1.52694,1.54792,0.73955,0.15353,0.2188,0.09964,2.93248,3.34552,2.65797,0.00948377,0.00948377,0.00948377
24,515.346,1.39865,1.49897,1.52671,0.54022,0.53694,0.54294,0.24493,1.90218,1.83326,2.02119,0.00943671,0.00943671,0.00943671
25,538.145,1.40702,1.48849,1.54115,0.45447,0.52389,0.51207,0.21965,1.97506,1.97377,2.1344,0.00938772,0.00938772,0.00938772
26,560.314,1.40833,1.47747,1.54108,0.51181,0.55988,0.58094,0.25695,1.88889,1.70491,1.97335,0.00933683,0.00933683,0.00933683
27,582.883,1.38161,1.45523,1.52718,0.76914,0.07542,0.14401,0.05033,3.35723,3.61228,3.05048,0.00928405,0.00928405,0.00928405
28,605.398,1.38034,1.43003,1.52484,0.46549,0.53147,0.52776,0.24418,2.01308,1.81678,2.02392,0.00922942,0.00922942,0.00922942
29,627.968,1.38022,1.43123,1.52236,0.50718,0.60193,0.58097,0.27837,1.8874,1.62792,1.95359,0.00917296,0.00917296,0.00917296
30,650.673,1.38607,1.43912,1.51896,0.50476,0.64254,0.62592,0.31917,1.63967,1.48918,1.8185,0.00911469,0.00911469,0.00911469
31,673.007,1.35731,1.42793,1.50843,0.68496,0.53493,0.66476,0.33728,1.61096,1.51544,1.76503,0.00905463,0.00905463,0.00905463
32,695.518,1.38842,1.40954,1.50244,0.42969,0.46152,0.40659,0.17891,2.03779,2.26496,2.02822,0.00899282,0.00899282,0.00899282
33,718.516,1.32448,1.3881,1.50209,0.44077,0.49725,0.47347,0.20807,2.08777,2.14477,2.10269,0.00892928,0.00892928,0.00892928
34,741.094,1.37194,1.41126,1.53013,0.68245,0.59377,0.67932,0.34157,1.64406,1.43224,1.83689,0.00886404,0.00886404,0.00886404
35,763.475,1.36204,1.39566,1.51538,0.49327,0.49894,0.51268,0.22467,1.98028,1.90845,1.99643,0.00879713,0.00879713,0.00879713
36,785.729,1.36413,1.39415,1.50999,0.42408,0.66896,0.58397,0.26642,1.81157,1.67911,1.83658,0.00872857,0.00872857,0.00872857
37,808.156,1.34558,1.39092,1.51134,0.26241,0.30866,0.22813,0.08059,2.72815,2.91875,2.5578,0.00865839,0.00865839,0.00865839
38,830.706,1.31514,1.35694,1.48762,0.51933,0.57035,0.57768,0.29309,1.78718,1.63644,1.86916,0.00858664,0.00858664,0.00858664
