epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.4812,4.68614,4.47791,4.02892,0.00334,0.2172,0.01567,0.00381,5.63886,3.85684,4.02192,0.0032963,0.0032963,0.0703333
2,60.2953,3.56036,3.47453,3.53264,0.41563,0.09307,0.04464,0.01432,4.34899,3.83815,3.52039,0.00662891,0.00662891,0.0403326
3,89.9685,2.82367,3.01474,3.07947,0.12755,0.13194,0.07461,0.02312,4.34052,3.62003,3.45589,0.00995864,0.00995864,0.010329
4,119.508,2.49514,2.78283,2.75619,0.18159,0.33307,0.14945,0.05398,3.00193,5.85711,2.87042,0.00999023,0.00999023,0.00999023
5,149.196,2.2481,2.58111,2.51937,0.6101,0.05609,0.05684,0.02261,4.16296,5.6302,3.29944,0.00998264,0.00998264,0.00998264
6,178.74,2.11689,2.44927,2.39294,0.28359,0.45032,0.26144,0.10006,2.60844,2.75738,2.55168,0.00997288,0.00997288,0.00997288
7,207.923,2.03143,2.35598,2.31475,0.30537,0.29614,0.24921,0.09319,2.82842,2.76735,2.60877,0.00996097,0.00996097,0.00996097
8,237.293,1.94422,2.26237,2.23005,0.54752,0.44557,0.39025,0.14791,2.51187,3.18752,2.44234,0.0099469,0.0099469,0.0099469
9,266.818,1.89027,2.1969,2.19092,0.54599,0.3211,0.32461,0.1324,2.55803,2.5348,2.45917,0.00993068,0.00993068,0.00993068
10,295.938,1.85358,2.13188,2.14493,0.45364,0.32288,0.28627,0.11803,2.32955,2.69986,2.33611,0.00991232,0.00991232,0.00991232
11,325.087,1.83573,2.07078,2.12462,0.42428,0.48923,0.39896,0.16558,2.30363,2.34325,2.33339,0.00989183,0.00989183,0.00989183
12,354.464,1.76017,2.00128,2.06048,0.55631,0.31408,0.38837,0.15991,2.43987,2.50348,2.36856,0.00986922,0.00986922,0.00986922
13,384.131,1.69956,1.93061,2.01235,0.37335,0.5067,0.40095,0.16841,2.30253,2.23025,2.28747,0.00984449,0.00984449,0.00984449
14,413.499,1.7033,1.90203,2.02347,0.27689,0.25851,0.14717,0.05355,3.26747,3.64178,2.79371,0.00981765,0.00981765,0.00981765
15,443.318,1.71834,1.91509,2.01817,0.46083,0.39509,0.41022,0.19108,2.31823,2.12685,2.27335,0.00978873,0.00978873,0.00978873
16,472.466,1.69995,1.88915,2.00061,0.47346,0.50209,0.42008,0.16474,2.47633,2.15632,2.43527,0.00975773,0.00975773,0.00975773
17,502.1,1.65442,1.82804,1.97124,0.63856,0.38847,0.45543,0.20912,2.17119,2.18799,2.23688,0.00972466,0.00972466,0.00972466
18,531.589,1.6527,1.80401,1.95155,0.70252,0.17661,0.2168,0.09326,2.64766,2.98537,2.63761,0.00968955,0.00968955,0.00968955
19,560.701,1.64897,1.78061,1.96413,0.51192,0.50611,0.47178,0.20527,2.24757,2.11251,2.2613,0.00965239,0.00965239,0.00965239
20,589.61,1.58852,1.73466,1.92964,0.51542,0.49407,0.51647,0.23148,2.26831,1.93792,2.23559,0.00961322,0.00961322,0.00961322
21,619.202,1.61605,1.76891,1.94152,0.35528,0.39695,0.35096,0.1529,2.5127,2.59941,2.34462,0.00957205,0.00957205,0.00957205
22,648.309,1.58545,1.71451,1.9042,0.5697,0.28876,0.33023,0.13516,2.54617,2.70452,2.43412,0.00952889,0.00952889,0.00952889
23,677.494,1.60363,1.71715,1.89797,0.48338,0.5997,0.57412,0.27162,2.07127,1.82673,2.06213,0.00948377,0.00948377,0.00948377
24,706.543,1.56818,1.70156,1.88948,0.4734,0.65275,0.58957,0.25946,2.05836,1.86143,2.13693,0.00943671,0.00943671,0.00943671
25,736.199,1.54478,1.69801,1.88566,0.48123,0.30703,0.2394,0.09992,3.12032,3.18178,2.76075,0.00938772,0.00938772,0.00938772
26,765.38,1.54644,1.66497,1.88311,0.55392,0.58426,0.60504,0.27107,2.00341,1.85582,2.05264,0.00933683,0.00933683,0.00933683
27,794.82,1.5106,1.64006,1.85956,0.49692,0.52775,0.54841,0.25499,1.97554,1.83599,2.06546,0.00928405,0.00928405,0.00928405
28,823.98,1.50779,1.61248,1.8521,0.50228,0.50881,0.49789,0.22631,2.23069,2.02578,2.22179,0.00922942,0.00922942,0.00922942
29,853.551,1.53639,1.63832,1.86325,0.35379,0.23609,0.20435,0.09145,3.02641,3.62277,2.76914,0.00917296,0.00917296,0.00917296
30,883.236,1.51329,1.62318,1.85312,0.42187,0.4397,0.40631,0.17004,2.60062,2.5798,2.51798,0.00911469,0.00911469,0.00911469
31,912.429,1.49117,1.60775,1.84723,0.67766,0.47327,0.56317,0.25309,2.13262,1.8691,2.14287,0.00905463,0.00905463,0.00905463
32,941.608,1.48158,1.57461,1.82123,0.42946,0.35044,0.35611,0.15051,2.51578,2.59303,2.43829,0.00899282,0.00899282,0.00899282
33,970.926,1.47551,1.5683,1.82198,0.46253,0.55421,0.49773,0.23168,2.2274,2.08075,2.23932,0.00892928,0.00892928,0.00892928
34,1000.21,1.49087,1.5771,1.82828,0.57705,0.61333,0.63766,0.30502,1.97446,1.65428,2.04455,0.00886404,0.00886404,0.00886404
35,1029.34,1.48004,1.5736,1.83293,0.5328,0.52714,0.55264,0.25275,2.0185,1.84252,2.12038,0.00879713,0.00879713,0.00879713
36,1058.43,1.46907,1.51566,1.80861,0.4744,0.51462,0.49302,0.2243,2.21424,2.03803,2.24597,0.00872857,0.00872857,0.00872857
37,1087.81,1.4585,1.55299,1.79713,0.40974,0.29232,0.26539,0.11863,2.773,3.09448,2.65543,0.00865839,0.00865839,0.00865839
38,1117.2,1.46658,1.51141,1.80399,0.64983,0.56062,0.62151,0.29689,2.02022,1.6433,2.04959,0.00858664,0.00858664,0.00858664
39,1147.18,1.45419,1.51589,1.80105,0.47263,0.55823,0.5502,0.24897,2.17325,1.91545,2.2054,0.00851333,0.00851333,0.00851333
40,1176.98,1.41118,1.51079,1.78355,0.57675,0.52005,0.5658,0.23526,2.26998,1.8501,2.28006,0.00843851,0.00843851,0.00843851
41,1206.48,1.41435,1.47356,1.77271,0.65854,0.46609,0.57999,0.28361,1.9842,1.66946,2.04818,0.0083622,0.0083622,0.0083622
42,1235.99,1.43434,1.46828,1.77406,0.52876,0.5631,0.58294,0.27295,1.99866,1.72076,2.09794,0.00828443,0.00828443,0.00828443
43,1265.27,1.42087,1.48044,1.77319,0.60832,0.65115,0.67062,0.32349,1.93219,1.61177,2.08309,0.00820525,0.00820525,0.00820525
44,1294.48,1.4118,1.45057,1.76312,0.5681,0.50457,0.577,0.27527,2.02326,1.71273,2.0392,0.00812468,0.00812468,0.00812468
45,1323.6,1.41391,1.46372,1.77185,0.59841,0.5667,0.60299,0.29571,1.96363,1.72927,2.0653,0.00804277,0.00804277,0.00804277
46,1352.96,1.44114,1.47942,1.78114,0.54913,0.4732,0.4936,0.23159,2.37114,2.07448,2.30363,0.00795954,0.00795954,0.00795954
47,1382.13,1.41115,1.44229,1.77304,0.65769,0.56768,0.62566,0.30821,1.98437,1.62651,2.04017,0.00787503,0.00787503,0.00787503
48,1411.31,1.39413,1.44295,1.7492,0.52392,0.58368,0.55703,0.26336,2.11314,1.8253,2.1671,0.00778929,0.00778929,0.00778929
49,1440.63,1.39507,1.40897,1.74369,0.53961,0.66383,0.63997,0.31545,2.01181,1.55522,2.08465,0.00770234,0.00770234,0.00770234
50,1469.89,1.39218,1.42315,1.74973,0.54489,0.53299,0.56711,0.2803,2.02876,1.82721,2.10692,0.00761423,0.00761423,0.00761423
51,1499.28,1.38194,1.42634,1.74288,0.65115,0.64684,0.65811,0.33069,1.84293,1.59052,2.0084,0.007525,0.007525,0.007525
52,1528.81,1.36205,1.39947,1.72618,0.58327,0.65672,0.66874,0.33741,1.83589,1.50312,2.015,0.00743468,0.00743468,0.00743468
53,1558.1,1.37726,1.38629,1.71954,0.60738,0.54936,0.58432,0.27448,2.14134,1.74614,2.17024,0.00734332,0.00734332,0.00734332
54,1587.64,1.3636,1.39292,1.73328,0.48053,0.5686,0.54217,0.25629,2.05178,1.78715,2.12854,0.00725094,0.00725094,0.00725094
55,1617.13,1.36827,1.38342,1.74036,0.63658,0.60897,0.64042,0.31996,1.90565,1.53041,2.06396,0.00715761,0.00715761,0.00715761
56,1646.21,1.36413,1.37019,1.7116,0.49754,0.47369,0.46187,0.20272,2.5128,2.04239,2.38747,0.00706335,0.00706335,0.00706335
57,1675.37,1.36055,1.38806,1.72975,0.63859,0.59582,0.64033,0.31841,1.90335,1.64502,2.03651,0.0069682,0.0069682,0.0069682
58,1704.78,1.33941,1.36847,1.7149,0.65999,0.60816,0.67046,0.33549,1.85008,1.52439,2.00404,0.00687222,0.00687222,0.00687222
59,1733.84,1.34146,1.33491,1.7072,0.62758,0.57455,0.62461,0.3084,2.0178,1.62797,2.101,0.00677543,0.00677543,0.00677543
60,1762.97,1.32101,1.33499,1.68444,0.47147,0.54293,0.54065,0.23009,2.29674,1.9432,2.3318,0.00667789,0.00667789,0.00667789
61,1792.32,1.31611,1.32445,1.69731,0.72332,0.51846,0.61463,0.30527,1.89595,1.62644,2.04254,0.00657963,0.00657963,0.00657963
62,1821.99,1.34019,1.34607,1.71056,0.68213,0.58796,0.68098,0.33409,1.93158,1.49247,2.07047,0.00648071,0.00648071,0.00648071
63,1851.07,1.29142,1.34113,1.68813,0.53928,0.48628,0.51876,0.24162,2.18188,1.99162,2.22097,0.00638115,0.00638115,0.00638115
64,1880.51,1.30391,1.30486,1.68673,0.61335,0.65243,0.70442,0.34667,1.82803,1.47164,1.99292,0.00628101,0.00628101,0.00628101
65,1909.7,1.29898,1.31247,1.68272,0.57159,0.49932,0.53407,0.243,2.34635,1.97295,2.27693,0.00618034,0.00618034,0.00618034
66,1939.23,1.31437,1.31177,1.69573,0.61493,0.5763,0.63683,0.32064,1.98527,1.54515,2.05739,0.00607916,0.00607916,0.00607916
