epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.8265,0.95076,3.52351,1.8108,0.63767,0.07442,0.16585,0.07839,1.01107,3.21044,1.97209,0.0032963,0.0032963,0.0703333
2,47.1433,0.81119,2.44802,1.61478,0.85943,0.14963,0.16366,0.07759,1.3941,3.42803,2.46628,0.00662891,0.00662891,0.0403326
3,70.0323,0.85057,2.26583,1.66084,0.61864,0.14769,0.08491,0.02855,1.50351,3.65457,2.81277,0.00995864,0.00995864,0.010329
4,93.3397,0.83238,2.12819,1.65535,0.41419,0.29494,0.24107,0.10856,1.29166,2.96525,2.40069,0.00999023,0.00999023,0.00999023
5,115.388,0.82706,2.02838,1.63432,0.69138,0.24114,0.24967,0.09655,1.25573,3.68995,2.49272,0.00998264,0.00998264,0.00998264
6,137.283,0.8311,1.95783,1.64547,0.54802,0.33894,0.32889,0.14588,1.10093,2.51543,2.12242,0.00997288,0.00997288,0.00997288
7,158.916,0.80609,1.8857,1.6174,0.7425,0.31482,0.35336,0.14951,1.06169,2.47228,2.14351,0.00996097,0.00996097,0.00996097
8,180.499,0.79417,1.77774,1.60125,0.47584,0.42441,0.37244,0.15877,1.06259,2.02004,2.05537,0.0099469,0.0099469,0.0099469
9,202.259,0.78917,1.75444,1.59211,0.67303,0.09971,0.08949,0.03285,1.81783,3.48658,3.16799,0.00993068,0.00993068,0.00993068
10,223.922,0.7912,1.72763,1.60523,0.64715,0.5272,0.55042,0.23751,0.95335,1.85683,1.99776,0.00991232,0.00991232,0.00991232
11,246.157,0.78352,1.65833,1.57323,0.48439,0.39445,0.35961,0.13104,1.18109,2.39518,2.21754,0.00989183,0.00989183,0.00989183
12,267.768,0.76766,1.62598,1.56686,0.62955,0.33517,0.39595,0.18012,1.07594,2.16018,2.07484,0.00986922,0.00986922,0.00986922
13,289.506,0.76537,1.62812,1.5718,0.74565,0.42696,0.47919,0.23413,0.95835,1.88743,1.94129,0.00984449,0.00984449,0.00984449
14,311.241,0.76369,1.60997,1.5637,0.62647,0.24219,0.32343,0.13931,1.45883,2.80645,2.68291,0.00981765,0.00981765,0.00981765
15,333.232,0.7498,1.56882,1.53885,0.5431,0.16731,0.15965,0.07135,1.7295,3.6424,2.91273,0.00978873,0.00978873,0.00978873
16,354.946,0.75811,1.55293,1.56781,0.49854,0.54139,0.55313,0.25555,0.96907,1.66699,1.92424,0.00975773,0.00975773,0.00975773
17,376.168,0.75853,1.55276,1.55455,0.45329,0.59336,0.50513,0.20541,1.01719,1.86198,1.87514,0.00972466,0.00972466,0.00972466
18,397.705,0.75053,1.51801,1.53629,0.72786,0.37988,0.49561,0.22029,1.07345,2.06915,2.07202,0.00968955,0.00968955,0.00968955
19,419.153,0.74625,1.53375,1.55078,0.47765,0.56022,0.56574,0.26749,0.94811,1.78683,1.88684,0.00965239,0.00965239,0.00965239
20,440.464,0.74782,1.49258,1.53939,0.62764,0.50785,0.52171,0.25176,0.97604,1.8751,1.9009,0.00961322,0.00961322,0.00961322
21,461.963,0.75042,1.49231,1.54328,0.47642,0.52399,0.52215,0.23981,1.03827,1.88876,1.96345,0.00957205,0.00957205,0.00957205
22,483.776,0.75082,1.49125,1.53645,0.5425,0.64355,0.6124,0.30336,0.8989,1.67315,1.77497,0.00952889,0.00952889,0.00952889
23,505.04,0.73207,1.44245,1.51153,0.72287,0.56374,0.6563,0.31804,0.86162,1.51286,1.81022,0.00948377,0.00948377,0.00948377
24,526.303,0.75629,1.46677,1.53079,0.55024,0.6243,0.61598,0.30048,0.92249,1.55345,1.81128,0.00943671,0.00943671,0.00943671
25,547.686,0.74614,1.45607,1.51302,0.64789,0.51843,0.56502,0.24805,1.01322,1.65162,1.89033,0.00938772,0.00938772,0.00938772
26,569.068,0.7332,1.4355,1.51163,0.55093,0.60169,0.60213,0.29495,0.89731,1.64302,1.79674,0.00933683,0.00933683,0.00933683
27,605.268,0.74248,1.44185,1.5306,0.63722,0.61417,0.67772,0.32899,0.9166,1.48126,1.83143,0.00928405,0.00928405,0.00928405
28,642.806,0.73494,1.4316,1.50177,0.47513,0.46002,0.47266,0.19302,1.21919,2.0523,2.17875,0.00922942,0.00922942,0.00922942
29,678.921,0.75131,1.4303,1.5146,0.43917,0.51461,0.49616,0.21863,1.10113,1.97217,2.01558,0.00917296,0.00917296,0.00917296
30,714.198,0.74062,1.40482,1.50619,0.52661,0.25116,0.26102,0.11966,1.49826,3.19955,2.57533,0.00911469,0.00911469,0.00911469
31,735.468,0.73459,1.38633,1.49,0.71312,0.44535,0.51621,0.22779,1.12808,1.85022,2.02781,0.00905463,0.00905463,0.00905463
32,757.275,0.75274,1.39662,1.51702,0.44688,0.50429,0.521,0.25952,1.02258,1.89013,1.98004,0.00899282,0.00899282,0.00899282
33,778.516,0.71563,1.35315,1.48393,0.59464,0.60881,0.64328,0.32794,0.91161,1.49314,1.79008,0.00892928,0.00892928,0.00892928
34,799.725,0.72316,1.36591,1.49008,0.49328,0.56696,0.55614,0.26533,0.97592,1.66461,1.86652,0.00886404,0.00886404,0.00886404
35,821.256,0.73923,1.38427,1.50165,0.52817,0.65331,0.66569,0.33042,0.89019,1.49048,1.79513,0.00879713,0.00879713,0.00879713
36,842.896,0.73816,1.35826,1.49131,0.4173,0.58385,0.53111,0.25987,1.05287,1.6877,1.90114,0.00872857,0.00872857,0.00872857
37,864.922,0.72796,1.36193,1.49414,0.57604,0.62669,0.64093,0.31984,0.93401,1.49482,1.7663,0.00865839,0.00865839,0.00865839
38,888.005,0.7301,1.32019,1.47095,0.58228,0.60327,0.63332,0.31395,0.9232,1.47163,1.79248,0.00858664,0.00858664,0.00858664
39,910.166,0.74209,1.34605,1.48858,0.54798,0.62704,0.61013,0.31242,1.01453,1.54739,1.81698,0.00851333,0.00851333,0.00851333
40,931.876,0.73092,1.3303,1.48324,0.5511,0.45901,0.53018,0.23956,1.09994,1.85302,1.94583,0.00843851,0.00843851,0.00843851
41,953.508,0.72394,1.31769,1.47071,0.67373,0.44389,0.51363,0.24053,1.06994,1.94688,1.90237,0.0083622,0.0083622,0.0083622
42,975.331,0.73668,1.32148,1.46666,0.53684,0.67578,0.68738,0.3578,0.90394,1.40174,1.72867,0.00828443,0.00828443,0.00828443
43,997.94,0.73725,1.30683,1.47482,0.63123,0.60429,0.66439,0.3372,0.94124,1.41122,1.75394,0.00820525,0.00820525,0.00820525
44,1019.47,0.72828,1.2997,1.46906,0.61581,0.61577,0.66486,0.3146,0.97118,1.55281,1.7932,0.00812468,0.00812468,0.00812468
45,1041.44,0.72206,1.28172,1.45593,0.52993,0.43538,0.47877,0.2288,1.14958,2.031,2.02336,0.00804277,0.00804277,0.00804277
46,1063.32,0.73119,1.30057,1.46876,0.66377,0.45082,0.49237,0.24447,1.13461,2.16098,1.95413,0.00795954,0.00795954,0.00795954
47,1085.09,0.72988,1.27407,1.45565,0.57585,0.6046,0.62352,0.32203,1.0047,1.47039,1.79981,0.00787503,0.00787503,0.00787503
48,1107.52,0.72514,1.25756,1.44956,0.56013,0.70563,0.6836,0.34056,0.95013,1.45655,1.76812,0.00778929,0.00778929,0.00778929
49,1130.07,0.73352,1.26207,1.46378,0.59717,0.65177,0.66653,0.34257,0.94746,1.4306,1.73923,0.00770234,0.00770234,0.00770234
50,1152.61,0.73299,1.26312,1.45661,0.62191,0.39663,0.40827,0.17677,1.48092,2.35929,2.46232,0.00761423,0.00761423,0.00761423
51,1175.41,0.72544,1.25469,1.45233,0.55696,0.6253,0.64887,0.32569,0.94285,1.47141,1.77664,0.007525,0.007525,0.007525
52,1198.44,0.71966,1.242,1.44246,0.58442,0.52132,0.56432,0.26709,1.23618,1.67115,2.08622,0.00743468,0.00743468,0.00743468
53,1221.41,0.73972,1.23365,1.45407,0.55756,0.46153,0.47919,0.21022,1.32544,2.04076,2.1276,0.00734332,0.00734332,0.00734332
54,1244.65,0.73474,1.26213,1.45014,0.60356,0.65304,0.67195,0.32138,0.99925,1.4813,1.80837,0.00725094,0.00725094,0.00725094
55,1267.91,0.71464,1.21694,1.43493,0.63949,0.60012,0.66488,0.33007,1.00375,1.50175,1.84094,0.00715761,0.00715761,0.00715761
56,1290.88,0.73532,1.23013,1.45253,0.60461,0.65149,0.67843,0.33069,0.99989,1.45088,1.79377,0.00706335,0.00706335,0.00706335
57,1314.06,0.73014,1.20843,1.43725,0.48752,0.58399,0.57899,0.28921,1.08725,1.73889,1.92275,0.0069682,0.0069682,0.0069682
58,1336.58,0.72007,1.20676,1.42528,0.6547,0.60611,0.674,0.33059,1.01583,1.46957,1.81673,0.00687222,0.00687222,0.00687222
59,1359.21,0.7222,1.21211,1.43212,0.59419,0.59855,0.6368,0.31592,1.06763,1.51327,1.83898,0.00677543,0.00677543,0.00677543
60,1381.79,0.71736,1.1905,1.42864,0.60536,0.63064,0.6713,0.33515,1.02525,1.37913,1.81384,0.00667789,0.00667789,0.00667789
61,1404.51,0.71917,1.18691,1.41699,0.66049,0.63082,0.68718,0.35682,0.98943,1.3915,1.79606,0.00657963,0.00657963,0.00657963
62,1427.84,0.72474,1.19797,1.43146,0.64855,0.66006,0.7092,0.35696,0.98338,1.349,1.74799,0.00648071,0.00648071,0.00648071
63,1450.56,0.72626,1.17683,1.42165,0.64544,0.57912,0.6604,0.33242,1.03067,1.41902,1.8104,0.00638115,0.00638115,0.00638115
64,1473.45,0.71652,1.15546,1.41475,0.6239,0.67463,0.68428,0.3525,0.99896,1.40309,1.75618,0.00628101,0.00628101,0.00628101
65,1496.32,0.73965,1.17013,1.42645,0.62899,0.65962,0.68504,0.34199,1.04274,1.42738,1.78192,0.00618034,0.00618034,0.00618034
66,1518.4,0.7232,1.16059,1.42053,0.53485,0.4901,0.50832,0.24359,1.28391,1.90438,2.10028,0.00607916,0.00607916,0.00607916
67,1540.6,0.72372,1.15253,1.42254,0.66732,0.57887,0.60859,0.29949,1.15652,1.65131,1.90989,0.00597754,0.00597754,0.00597754
68,1562.69,0.7403,1.14802,1.42312,0.64327,0.64826,0.69105,0.37012,0.95485,1.34967,1.7008,0.00587551,0.00587551,0.00587551
69,1584.54,0.70692,1.14241,1.4,0.64196,0.64412,0.68489,0.35174,1.0146,1.34079,1.76039,0.00577311,0.00577311,0.00577311
70,1606.39,0.7203,1.13455,1.40777,0.60864,0.56439,0.63631,0.3182,1.07803,1.47503,1.86902,0.0056704,0.0056704,0.0056704
71,1627.82,0.72517,1.15037,1.41931,0.62295,0.64299,0.67441,0.33089,1.06533,1.41024,1.81004,0.00556742,0.00556742,0.00556742
72,1649.83,0.72143,1.13844,1.40679,0.5521,0.67029,0.64598,0.33748,1.03765,1.41725,1.78391,0.00546421,0.00546421,0.00546421
73,1671.47,0.72092,1.12199,1.39971,0.62341,0.62118,0.65701,0.35009,1.02894,1.41374,1.78387,0.00536081,0.00536081,0.00536081
74,1692.97,0.71772,1.11961,1.39627,0.61995,0.63851,0.67257,0.34054,1.02133,1.39604,1.76258,0.00525728,0.00525728,0.00525728
75,1714.31,0.71371,1.09805,1.38786,0.6194,0.62865,0.6834,0.36829,0.9947,1.36367,1.74202,0.00515366,0.00515366,0.00515366
76,1735.71,0.70683,1.09193,1.3894,0.62549,0.67133,0.70691,0.35186,1.03926,1.33746,1.77106,0.00505,0.00505,0.00505
77,1757.2,0.71522,1.09607,1.38566,0.63861,0.64834,0.69235,0.36208,1.01798,1.4006,1.75863,0.00494634,0.00494634,0.00494634
78,1779.6,0.72156,1.0859,1.3922,0.5247,0.62752,0.62644,0.31441,1.07684,1.48687,1.81598,0.00484272,0.00484272,0.00484272
79,1801.4,0.71656,1.09364,1.39001,0.56487,0.5892,0.62066,0.31656,1.07251,1.55802,1.80724,0.00473919,0.00473919,0.00473919
80,1823.23,0.70598,1.09583,1.38012,0.56225,0.59229,0.57855,0.27556,1.24571,1.63402,1.91766,0.00463579,0.00463579,0.00463579
81,1845.55,0.70342,1.06654,1.38318,0.55584,0.62458,0.64359,0.31692,1.12191,1.41165,1.82821,0.00453258,0.00453258,0.00453258
82,1867.65,0.71536,1.06717,1.37394,0.55249,0.6039,0.61165,0.31061,1.09855,1.57465,1.84686,0.0044296,0.0044296,0.0044296
83,1890.21,0.71468,1.06823,1.37319,0.60297,0.64338,0.6796,0.36221,1.04232,1.3934,1.7602,0.00432689,0.00432689,0.00432689
84,1912.16,0.69974,1.05662,1.35846,0.67312,0.60511,0.6897,0.3396,1.1541,1.3952,1.8911,0.00422449,0.00422449,0.00422449
85,1933.92,0.71397,1.05538,1.37279,0.56142,0.62075,0.6346,0.33211,1.112,1.46369,1.81838,0.00412246,0.00412246,0.00412246
86,1955.43,0.69766,1.04049,1.35969,0.65865,0.60057,0.67045,0.35712,1.05125,1.34626,1.75057,0.00402084,0.00402084,0.00402084
